VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE3.x, in_ATTRIBUTE3.y, in_ATTRIBUTE3.z, in_ATTRIBUTE3.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE4.z, in_ATTRIBUTE4.w, in_ATTRIBUTE5.x, in_ATTRIBUTE5.y, in_ATTRIBUTE13.x, in_ATTRIBUTE13.y, in_ATTRIBUTE13.z, in_ATTRIBUTE13.w
1450, 11546, -4.87346,  9.955,  160.17853,  0.17255,  0.15686,  0.65882,  0.50196,  0.13333,  0.84314,  0.4902,  0.00, 0, 4, 0, 0,  0.92549,  0.07451,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
1451, 11545, -4.9632,  9.86085,  160.22745,  0.16471,  0.1451,  0.62745,  0.50196,  0.13333,  0.83922,  0.4902,  0.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.31055,  0.15149,  1.00,  1.00,  1.00,  1.00
1452, 11547, -4.67407,  10.48033,  162.58685,  0.17255,  0.14902,  0.65098,  0.50196,  0.12549,  0.82745,  0.4549,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.02168,  1.00,  1.00,  1.00,  1.00
1453, 11545, -4.9632,  9.86085,  160.22745,  0.16471,  0.1451,  0.62745,  0.50196,  0.13333,  0.83922,  0.4902,  0.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.31055,  0.15149,  1.00,  1.00,  1.00,  1.00
1454, 11546, -4.87346,  9.955,  160.17853,  0.17255,  0.15686,  0.65882,  0.50196,  0.13333,  0.84314,  0.4902,  0.00, 0, 4, 0, 0,  0.92549,  0.07451,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
1455, 11546, -4.87346,  9.955,  160.17853,  0.17255,  0.15686,  0.65882,  0.50196,  0.13333,  0.84314,  0.4902,  0.00, 0, 4, 0, 0,  0.92549,  0.07451,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
1456, 11548, -4.61377,  10.54518,  162.56346,  0.16863,  0.1451,  0.62745,  0.50196,  0.12549,  0.82745,  0.4549,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.02168,  1.00,  1.00,  1.00,  1.00
1457, 11547, -4.67407,  10.48033,  162.58685,  0.17255,  0.14902,  0.65098,  0.50196,  0.12549,  0.82745,  0.4549,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.02168,  1.00,  1.00,  1.00,  1.00
1458, 11549, -3.1256,  5.41346,  148.47522,  0.40784,  0.20,  0.10588,  0.50196,  0.20392,  0.85098,  0.29412,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
1459, 11550, -3.22131,  5.25708,  147.79617,  0.28627,  0.32941,  0.07843,  0.50196,  0.28235,  0.94118,  0.42745,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.17676,  0.98047,  1.00,  1.00,  1.00,  1.00
1460, 11551, -3.11459,  5.41732,  148.46605,  0.18431,  0.20392,  0.24314,  0.50196,  0.23922,  0.90196,  0.35294,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0397,  0.88086,  1.00,  1.00,  1.00,  1.00
1461, 11552, -3.28745,  5.98134,  149.28038,  0.05098,  0.31373,  0.63137,  0.50196,  0.28235,  0.7451,  0.12157,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
1462, 11549, -3.1256,  5.41346,  148.47522,  0.40784,  0.20,  0.10588,  0.50196,  0.20392,  0.85098,  0.29412,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
1463, 11551, -3.11459,  5.41732,  148.46605,  0.18431,  0.20392,  0.24314,  0.50196,  0.23922,  0.90196,  0.35294,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0397,  0.88086,  1.00,  1.00,  1.00,  1.00
1464, 11551, -3.11459,  5.41732,  148.46605,  0.18431,  0.20392,  0.24314,  0.50196,  0.23922,  0.90196,  0.35294,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0397,  0.88086,  1.00,  1.00,  1.00,  1.00
1465, 11553, -3.25328,  5.97847,  149.25906,  0.03529,  0.43137,  0.67843,  0.50196,  0.31765,  0.82353,  0.16471,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
1466, 11552, -3.28745,  5.98134,  149.28038,  0.05098,  0.31373,  0.63137,  0.50196,  0.28235,  0.7451,  0.12157,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
1467, 11554, -4.05756,  8.18861,  150.7597,  0.00784,  0.40392,  0.49804,  0.50196,  0.43529,  0.83529,  0.13333,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
1468, 11552, -3.28745,  5.98134,  149.28038,  0.05098,  0.31373,  0.63137,  0.50196,  0.28235,  0.7451,  0.12157,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
1469, 11553, -3.25328,  5.97847,  149.25906,  0.03529,  0.43137,  0.67843,  0.50196,  0.31765,  0.82353,  0.16471,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
1470, 11553, -3.25328,  5.97847,  149.25906,  0.03529,  0.43137,  0.67843,  0.50196,  0.31765,  0.82353,  0.16471,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
1471, 11555, -4.02287,  8.20301,  150.76701,  0.05882,  0.2902,  0.38039,  0.50196,  0.43137,  0.83922,  0.13725,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
1472, 11554, -4.05756,  8.18861,  150.7597,  0.00784,  0.40392,  0.49804,  0.50196,  0.43529,  0.83529,  0.13333,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
1473, 11556, -4.5698,  8.81733,  151.76523,  0.07843,  0.2549,  0.37255,  0.50196,  0.35686,  0.88627,  0.21961,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
1474, 11554, -4.05756,  8.18861,  150.7597,  0.00784,  0.40392,  0.49804,  0.50196,  0.43529,  0.83529,  0.13333,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
1475, 11555, -4.02287,  8.20301,  150.76701,  0.05882,  0.2902,  0.38039,  0.50196,  0.43137,  0.83922,  0.13725,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
1476, 11555, -4.02287,  8.20301,  150.76701,  0.05882,  0.2902,  0.38039,  0.50196,  0.43137,  0.83922,  0.13725,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
1477, 11557, -4.5376,  8.83776,  151.77734,  0.10588,  0.23529,  0.33333,  0.50196,  0.35294,  0.8902,  0.21961,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
1478, 11556, -4.5698,  8.81733,  151.76523,  0.07843,  0.2549,  0.37255,  0.50196,  0.35686,  0.88627,  0.21961,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
1479, 11558, -5.39452,  9.33461,  153.08713,  0.11373,  0.23137,  0.32157,  0.50196,  0.3098,  0.9098,  0.2902,  0.00, 4, 0, 0, 0,  0.8902,  0.1098,  0.00,  0.00,  0.31055,  0.49146,  1.00,  1.00,  1.00,  1.00
1480, 11556, -4.5698,  8.81733,  151.76523,  0.07843,  0.2549,  0.37255,  0.50196,  0.35686,  0.88627,  0.21961,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
1481, 11557, -4.5376,  8.83776,  151.77734,  0.10588,  0.23529,  0.33333,  0.50196,  0.35294,  0.8902,  0.21961,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
1482, 11557, -4.5376,  8.83776,  151.77734,  0.10588,  0.23529,  0.33333,  0.50196,  0.35294,  0.8902,  0.21961,  0.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
1483, 11559, -5.36689,  9.35436,  153.1011,  0.10588,  0.23529,  0.33725,  0.50196,  0.30588,  0.91373,  0.29804,  0.00, 4, 0, 0, 0,  0.88235,  0.11765,  0.00,  0.00,  0.0441,  0.49146,  1.00,  1.00,  1.00,  1.00
1484, 11558, -5.39452,  9.33461,  153.08713,  0.11373,  0.23137,  0.32157,  0.50196,  0.3098,  0.9098,  0.2902,  0.00, 4, 0, 0, 0,  0.8902,  0.1098,  0.00,  0.00,  0.31055,  0.49146,  1.00,  1.00,  1.00,  1.00
1485, 11560, -5.96089,  9.501,  154.3788,  0.05882,  0.32549,  0.33725,  0.50196,  0.33725,  0.96863,  0.43922,  0.00, 4, 0, 0, 0,  0.73725,  0.26275,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
1486, 11558, -5.39452,  9.33461,  153.08713,  0.11373,  0.23137,  0.32157,  0.50196,  0.3098,  0.9098,  0.2902,  0.00, 4, 0, 0, 0,  0.8902,  0.1098,  0.00,  0.00,  0.31055,  0.49146,  1.00,  1.00,  1.00,  1.00
1487, 11559, -5.36689,  9.35436,  153.1011,  0.10588,  0.23529,  0.33725,  0.50196,  0.30588,  0.91373,  0.29804,  0.00, 4, 0, 0, 0,  0.88235,  0.11765,  0.00,  0.00,  0.0441,  0.49146,  1.00,  1.00,  1.00,  1.00
1488, 11559, -5.36689,  9.35436,  153.1011,  0.10588,  0.23529,  0.33725,  0.50196,  0.30588,  0.91373,  0.29804,  0.00, 4, 0, 0, 0,  0.88235,  0.11765,  0.00,  0.00,  0.0441,  0.49146,  1.00,  1.00,  1.00,  1.00
1489, 11561, -5.92653,  9.51401,  154.38934,  0.04314,  0.32941,  0.38431,  0.50196,  0.33333,  0.96863,  0.45098,  0.00, 4, 0, 0, 0,  0.73725,  0.26275,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
1490, 11560, -5.96089,  9.501,  154.3788,  0.05882,  0.32549,  0.33725,  0.50196,  0.33725,  0.96863,  0.43922,  0.00, 4, 0, 0, 0,  0.73725,  0.26275,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
1491, 11562, -5.97389,  9.4581,  155.61685,  0.03137,  0.33725,  0.41176,  0.50196,  0.33333,  0.96863,  0.50588,  0.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
1492, 11560, -5.96089,  9.501,  154.3788,  0.05882,  0.32549,  0.33725,  0.50196,  0.33725,  0.96863,  0.43922,  0.00, 4, 0, 0, 0,  0.73725,  0.26275,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
1493, 11561, -5.92653,  9.51401,  154.38934,  0.04314,  0.32941,  0.38431,  0.50196,  0.33333,  0.96863,  0.45098,  0.00, 4, 0, 0, 0,  0.73725,  0.26275,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
1494, 11561, -5.92653,  9.51401,  154.38934,  0.04314,  0.32941,  0.38431,  0.50196,  0.33333,  0.96863,  0.45098,  0.00, 4, 0, 0, 0,  0.73725,  0.26275,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
1495, 11563, -5.93036,  9.47325,  155.62265,  0.02745,  0.33333,  0.47059,  0.50196,  0.33333,  0.96863,  0.50196,  0.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
1496, 11562, -5.97389,  9.4581,  155.61685,  0.03137,  0.33725,  0.41176,  0.50196,  0.33333,  0.96863,  0.50588,  0.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
1497, 11564, -5.59685,  9.59988,  157.56723,  0.01961,  0.34902,  0.50196,  0.50196,  0.34902,  0.97647,  0.47843,  0.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
1498, 11562, -5.97389,  9.4581,  155.61685,  0.03137,  0.33725,  0.41176,  0.50196,  0.33333,  0.96863,  0.50588,  0.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
1499, 11563, -5.93036,  9.47325,  155.62265,  0.02745,  0.33333,  0.47059,  0.50196,  0.33333,  0.96863,  0.50196,  0.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
1500, 11563, -5.93036,  9.47325,  155.62265,  0.02745,  0.33333,  0.47059,  0.50196,  0.33333,  0.96863,  0.50196,  0.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
1501, 11565, -5.55276,  9.61353,  157.56352,  0.02353,  0.35294,  0.56863,  0.50196,  0.34902,  0.97647,  0.47451,  0.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
1502, 11564, -5.59685,  9.59988,  157.56723,  0.01961,  0.34902,  0.50196,  0.50196,  0.34902,  0.97647,  0.47843,  0.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
1503, 11566, -4.78619,  10.04887,  160.20628,  0.03922,  0.32941,  0.60392,  0.50196,  0.31765,  0.96078,  0.44314,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.15149,  1.00,  1.00,  1.00,  1.00
1504, 11564, -5.59685,  9.59988,  157.56723,  0.01961,  0.34902,  0.50196,  0.50196,  0.34902,  0.97647,  0.47843,  0.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
1505, 11565, -5.55276,  9.61353,  157.56352,  0.02353,  0.35294,  0.56863,  0.50196,  0.34902,  0.97647,  0.47451,  0.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
1506, 11565, -5.55276,  9.61353,  157.56352,  0.02353,  0.35294,  0.56863,  0.50196,  0.34902,  0.97647,  0.47451,  0.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
1507, 11567, -4.69987,  10.07974,  160.18018,  0.04314,  0.33333,  0.62745,  0.50196,  0.31765,  0.96078,  0.44314,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
1508, 11566, -4.78619,  10.04887,  160.20628,  0.03922,  0.32941,  0.60392,  0.50196,  0.31765,  0.96078,  0.44314,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.15149,  1.00,  1.00,  1.00,  1.00
1509, 11568, -4.58189,  10.56456,  162.59041,  0.03529,  0.35686,  0.61961,  0.50196,  0.33333,  0.96471,  0.41176,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.02168,  1.00,  1.00,  1.00,  1.00
1510, 11566, -4.78619,  10.04887,  160.20628,  0.03922,  0.32941,  0.60392,  0.50196,  0.31765,  0.96078,  0.44314,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.15149,  1.00,  1.00,  1.00,  1.00
1511, 11567, -4.69987,  10.07974,  160.18018,  0.04314,  0.33333,  0.62745,  0.50196,  0.31765,  0.96078,  0.44314,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
1512, 11567, -4.69987,  10.07974,  160.18018,  0.04314,  0.33333,  0.62745,  0.50196,  0.31765,  0.96078,  0.44314,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
1513, 11569, -4.46568,  10.59997,  162.56248,  0.03137,  0.35686,  0.61176,  0.50196,  0.33725,  0.96471,  0.41176,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.02168,  1.00,  1.00,  1.00,  1.00
1514, 11568, -4.58189,  10.56456,  162.59041,  0.03529,  0.35686,  0.61961,  0.50196,  0.33333,  0.96471,  0.41176,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.02168,  1.00,  1.00,  1.00,  1.00
1515, 11570, -4.78418,  10.34967,  162.59644,  0.2549,  0.09412,  0.66275,  0.50196,  0.92941,  0.24314,  0.50588,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.01537,  1.00,  1.00,  1.00,  1.00
1516, 11571, -4.71065,  10.47186,  162.55563,  0.25098,  0.08627,  0.63529,  0.50196,  0.92549,  0.24314,  0.50588,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.01537,  1.00,  1.00,  1.00,  1.00
1517, 11572, -5.01697,  9.90194,  160.19827,  0.27059,  0.0902,  0.67059,  0.50196,  0.92157,  0.23922,  0.45098,  1.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1518, 11572, -5.01697,  9.90194,  160.19827,  0.27059,  0.0902,  0.67059,  0.50196,  0.92157,  0.23922,  0.45098,  1.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1519, 11573, -5.07324,  9.80023,  160.24692,  0.26275,  0.07843,  0.63922,  0.50196,  0.92549,  0.24314,  0.4549,  1.00, 0, 4, 0, 0,  0.93725,  0.06275,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1520, 11570, -4.78418,  10.34967,  162.59644,  0.2549,  0.09412,  0.66275,  0.50196,  0.92941,  0.24314,  0.50588,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.01537,  1.00,  1.00,  1.00,  1.00
1521, 11573, -5.07324,  9.80023,  160.24692,  0.26275,  0.07843,  0.63922,  0.50196,  0.92549,  0.24314,  0.4549,  1.00, 0, 4, 0, 0,  0.93725,  0.06275,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1522, 11572, -5.01697,  9.90194,  160.19827,  0.27059,  0.0902,  0.67059,  0.50196,  0.92157,  0.23922,  0.45098,  1.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1523, 11574, -5.90415,  9.43274,  157.58414,  0.32549,  0.03529,  0.57647,  0.50196,  0.95294,  0.31373,  0.40784,  1.00, 0, 4, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1524, 11574, -5.90415,  9.43274,  157.58414,  0.32549,  0.03529,  0.57647,  0.50196,  0.95294,  0.31373,  0.40784,  1.00, 0, 4, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1525, 11575, -5.97721,  9.24762,  157.59482,  0.3098,  0.03529,  0.50196,  0.50196,  0.95294,  0.3098,  0.41176,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1526, 11573, -5.07324,  9.80023,  160.24692,  0.26275,  0.07843,  0.63922,  0.50196,  0.92549,  0.24314,  0.4549,  1.00, 0, 4, 0, 0,  0.93725,  0.06275,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1527, 11575, -5.97721,  9.24762,  157.59482,  0.3098,  0.03529,  0.50196,  0.50196,  0.95294,  0.3098,  0.41176,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1528, 11574, -5.90415,  9.43274,  157.58414,  0.32549,  0.03529,  0.57647,  0.50196,  0.95294,  0.31373,  0.40784,  1.00, 0, 4, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1529, 11576, -6.12875,  9.49929,  155.64691,  0.26275,  0.0549,  0.48627,  0.50196,  0.94118,  0.26275,  0.47451,  1.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1530, 11576, -6.12875,  9.49929,  155.64691,  0.26275,  0.0549,  0.48627,  0.50196,  0.94118,  0.26275,  0.47451,  1.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1531, 11577, -6.21101,  9.34603,  155.63611,  0.26275,  0.05882,  0.45882,  0.50196,  0.94118,  0.26667,  0.47843,  1.00, 4, 0, 0, 0,  0.58824,  0.41176,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
1532, 11575, -5.97721,  9.24762,  157.59482,  0.3098,  0.03529,  0.50196,  0.50196,  0.95294,  0.3098,  0.41176,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1533, 11577, -6.21101,  9.34603,  155.63611,  0.26275,  0.05882,  0.45882,  0.50196,  0.94118,  0.26667,  0.47843,  1.00, 4, 0, 0, 0,  0.58824,  0.41176,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
1534, 11576, -6.12875,  9.49929,  155.64691,  0.26275,  0.0549,  0.48627,  0.50196,  0.94118,  0.26275,  0.47451,  1.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1535, 11578, -6.04406,  9.53301,  154.34683,  0.32549,  0.03137,  0.45098,  0.50196,  0.94902,  0.32157,  0.61961,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.42847,  1.00,  1.00,  1.00,  1.00
1536, 11578, -6.04406,  9.53301,  154.34683,  0.32549,  0.03137,  0.45098,  0.50196,  0.94902,  0.32157,  0.61961,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.42847,  1.00,  1.00,  1.00,  1.00
1537, 11579, -6.0942,  9.38944,  154.32845,  0.34118,  0.02745,  0.42745,  0.50196,  0.94902,  0.32549,  0.63137,  1.00, 4, 0, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.42847,  1.00,  1.00,  1.00,  1.00
1538, 11577, -6.21101,  9.34603,  155.63611,  0.26275,  0.05882,  0.45882,  0.50196,  0.94118,  0.26667,  0.47843,  1.00, 4, 0, 0, 0,  0.58824,  0.41176,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
1539, 11579, -6.0942,  9.38944,  154.32845,  0.34118,  0.02745,  0.42745,  0.50196,  0.94902,  0.32549,  0.63137,  1.00, 4, 0, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.42847,  1.00,  1.00,  1.00,  1.00
1540, 11578, -6.04406,  9.53301,  154.34683,  0.32549,  0.03137,  0.45098,  0.50196,  0.94902,  0.32157,  0.61961,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.42847,  1.00,  1.00,  1.00,  1.00
1541, 11580, -5.41209,  9.34699,  152.96992,  0.39216,  0.01569,  0.43529,  0.50196,  0.92157,  0.37255,  0.72941,  1.00, 4, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.0451,  0.48218,  1.00,  1.00,  1.00,  1.00
1542, 11580, -5.41209,  9.34699,  152.96992,  0.39216,  0.01569,  0.43529,  0.50196,  0.92157,  0.37255,  0.72941,  1.00, 4, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.0451,  0.48218,  1.00,  1.00,  1.00,  1.00
1543, 11581, -5.44555,  9.18092,  152.94337,  0.39608,  0.01176,  0.42353,  0.50196,  0.91765,  0.37647,  0.73725,  1.00, 4, 0, 0, 0,  0.94902,  0.05098,  0.00,  0.00,  0.33643,  0.48218,  1.00,  1.00,  1.00,  1.00
1544, 11579, -6.0942,  9.38944,  154.32845,  0.34118,  0.02745,  0.42745,  0.50196,  0.94902,  0.32549,  0.63137,  1.00, 4, 0, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.42847,  1.00,  1.00,  1.00,  1.00
1545, 11581, -5.44555,  9.18092,  152.94337,  0.39608,  0.01176,  0.42353,  0.50196,  0.91765,  0.37647,  0.73725,  1.00, 4, 0, 0, 0,  0.94902,  0.05098,  0.00,  0.00,  0.33643,  0.48218,  1.00,  1.00,  1.00,  1.00
1546, 11580, -5.41209,  9.34699,  152.96992,  0.39216,  0.01569,  0.43529,  0.50196,  0.92157,  0.37255,  0.72941,  1.00, 4, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.0451,  0.48218,  1.00,  1.00,  1.00,  1.00
1547, 11582, -4.69058,  8.7761,  151.50316,  0.38824,  0.01569,  0.42745,  0.50196,  0.9098,  0.36863,  0.7451,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.53467,  1.00,  1.00,  1.00,  1.00
1548, 11582, -4.69058,  8.7761,  151.50316,  0.38824,  0.01569,  0.42745,  0.50196,  0.9098,  0.36863,  0.7451,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.53467,  1.00,  1.00,  1.00,  1.00
