VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE3.x, in_ATTRIBUTE3.y, in_ATTRIBUTE3.z, in_ATTRIBUTE3.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE4.z, in_ATTRIBUTE4.w
12827, 4459,  5.42138,  17.00077,  107.41893, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12828, 4459,  5.42138,  17.00077,  107.41893, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12829, 4457,  5.59082,  16.69637,  107.31855, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12830, 4460,  5.88933,  16.66626,  108.35555, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12831, 4460,  5.88933,  16.66626,  108.35555, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12832, 4461,  5.69717,  16.97295,  108.37701, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12833, 4459,  5.42138,  17.00077,  107.41893, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12834, 4458,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12835, 4459,  5.42138,  17.00077,  107.41893, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12836, 4461,  5.69717,  16.97295,  108.37701, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12837, 4461,  5.69717,  16.97295,  108.37701, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12838, 4460,  5.88933,  16.66626,  108.35555, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12839, 4462,  5.76886,  16.66036,  109.4283, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12840, 4462,  5.76886,  16.66036,  109.4283, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12841, 4463,  5.58586,  16.96749,  109.3681, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12842, 4461,  5.69717,  16.97295,  108.37701, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12843, 4458,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12844, 4461,  5.69717,  16.97295,  108.37701, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12845, 4463,  5.58586,  16.96749,  109.3681, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12846, 4463,  5.58586,  16.96749,  109.3681, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12847, 4462,  5.76886,  16.66036,  109.4283, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12848, 4464,  5.24773,  16.67957,  110.37354, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12849, 4464,  5.24773,  16.67957,  110.37354, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12850, 4465,  5.1044,  16.98526,  110.24142, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12851, 4463,  5.58586,  16.96749,  109.3681, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12852, 4458,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12853, 4463,  5.58586,  16.96749,  109.3681, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12854, 4465,  5.1044,  16.98526,  110.24142, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12855, 4465,  5.1044,  16.98526,  110.24142, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12856, 4464,  5.24773,  16.67957,  110.37354, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12857, 4466,  4.40528,  16.72098,  111.04731, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12858, 4466,  4.40528,  16.72098,  111.04731, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12859, 4467,  4.32609,  17.02352,  110.86387, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12860, 4465,  5.1044,  16.98526,  110.24142, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12861, 4458,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12862, 4465,  5.1044,  16.98526,  110.24142, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12863, 4467,  4.32609,  17.02352,  110.86387, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12864, 4467,  4.32609,  17.02352,  110.86387, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12865, 4466,  4.40528,  16.72098,  111.04731, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12866, 4468,  3.36979,  16.77827,  111.34702, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12867, 4458,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12868, 4467,  4.32609,  17.02352,  110.86387, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12869, 4469,  3.36942,  17.07645,  111.14079, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12870, 4468,  3.36979,  16.77827,  111.34702, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12871, 4469,  3.36942,  17.07645,  111.14079, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12872, 4467,  4.32609,  17.02352,  110.86387, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12873, 4458,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12874, 4469,  3.36942,  17.07645,  111.14079, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12875, 4470,  2.38003,  17.13602,  111.03001, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12876, 4469,  3.36942,  17.07645,  111.14079, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12877, 4468,  3.36979,  16.77827,  111.34702, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12878, 4471,  2.29887,  16.84275,  111.22715, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12879, 4471,  2.29887,  16.84275,  111.22715, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12880, 4470,  2.38003,  17.13602,  111.03001, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12881, 4469,  3.36942,  17.07645,  111.14079, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12882, 4472,  2.90456,  16.87242,  105.83396, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12883, 4473,  3.97548,  16.80795,  105.95388, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12884, 4474,  3.929,  17.10386,  106.15817, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12885, 4474,  3.929,  17.10386,  106.15817, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12886, 4475,  2.9396,  17.16342,  106.04736, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12887, 4472,  2.90456,  16.87242,  105.83396, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12888, 4476,  1.86906,  16.92972,  106.13372, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12889, 4472,  2.90456,  16.87242,  105.83396, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12890, 4475,  2.9396,  17.16342,  106.04736, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12891, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12892, 4475,  2.9396,  17.16342,  106.04736, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12893, 4474,  3.929,  17.10386,  106.15817, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12894, 4475,  2.9396,  17.16342,  106.04736, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12895, 4478,  1.98292,  17.21636,  106.32428, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12896, 4476,  1.86906,  16.92972,  106.13372, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12897, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12898, 4478,  1.98292,  17.21636,  106.32428, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12899, 4475,  2.9396,  17.16342,  106.04736, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12900, 4479,  1.02662,  16.97113,  106.80747, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12901, 4476,  1.86906,  16.92972,  106.13372, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12902, 4478,  1.98292,  17.21636,  106.32428, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12903, 4478,  1.98292,  17.21636,  106.32428, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12904, 4480,  1.20462,  17.25462,  106.94675, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12905, 4479,  1.02662,  16.97113,  106.80747, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12906, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12907, 4480,  1.20462,  17.25462,  106.94675, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12908, 4478,  1.98292,  17.21636,  106.32428, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12909, 4481,  0.5055,  16.99035,  107.75269, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12910, 4479,  1.02662,  16.97113,  106.80747, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12911, 4480,  1.20462,  17.25462,  106.94675, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12912, 4480,  1.20462,  17.25462,  106.94675, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12913, 4482,  0.72316,  17.27238,  107.82003, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12914, 4481,  0.5055,  16.99035,  107.75269, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12915, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12916, 4482,  0.72316,  17.27238,  107.82003, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12917, 4480,  1.20462,  17.25462,  106.94675, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12918, 4483,  0.38502,  16.98444,  108.82546, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12919, 4481,  0.5055,  16.99035,  107.75269, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12920, 4482,  0.72316,  17.27238,  107.82003, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12921, 4482,  0.72316,  17.27238,  107.82003, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12922, 4484,  0.61185,  17.26693,  108.81115, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12923, 4483,  0.38502,  16.98444,  108.82546, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12924, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12925, 4484,  0.61185,  17.26693,  108.81115, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12926, 4482,  0.72316,  17.27238,  107.82003, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12927, 4485,  0.68353,  16.95432,  109.86246, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12928, 4483,  0.38502,  16.98444,  108.82546, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12929, 4484,  0.61185,  17.26693,  108.81115, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12930, 4484,  0.61185,  17.26693,  108.81115, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12931, 4486,  0.88764,  17.23909,  109.7692, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12932, 4485,  0.68353,  16.95432,  109.86246, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12933, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12934, 4486,  0.88764,  17.23909,  109.7692, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12935, 4484,  0.61185,  17.26693,  108.81115, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12936, 4487,  1.35559,  16.90456,  110.70582, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12937, 4485,  0.68353,  16.95432,  109.86246, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12938, 4486,  0.88764,  17.23909,  109.7692, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12939, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12940, 4488,  1.50854,  17.19312,  110.54835, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12941, 4486,  0.88764,  17.23909,  109.7692, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12942, 4486,  0.88764,  17.23909,  109.7692, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12943, 4488,  1.50854,  17.19312,  110.54835, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12944, 4487,  1.35559,  16.90456,  110.70582, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12945, 4477,  3.18248,  17.59515,  108.59982, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12946, 4489,  2.38003,  17.13602,  111.03001, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12947, 4488,  1.50854,  17.19312,  110.54835, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12948, 4490,  2.29887,  16.84275,  111.22715, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12949, 4487,  1.35559,  16.90456,  110.70582, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12950, 4488,  1.50854,  17.19312,  110.54835, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12951, 4488,  1.50854,  17.19312,  110.54835, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12952, 4489,  2.38003,  17.13602,  111.03001, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12953, 4490,  2.29887,  16.84275,  111.22715, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12954, 4491, -5.22097,  15.2079,  103.09034, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12955, 4492, -0.18538,  15.53272,  104.48586, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12956, 4493, -0.18098,  15.98892,  104.59108, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12957, 4493, -0.18098,  15.98892,  104.59108, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12958, 4494, -5.42106,  15.65446,  103.13839, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12959, 4491, -5.22097,  15.2079,  103.09034, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12960, 4494, -5.42106,  15.65446,  103.13839, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12961, 4493, -0.18098,  15.98892,  104.59108, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12962, 4495, -1.12775,  16.11499,  109.75384, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12963, 4496, -9.04356,  14.09222,  102.13347, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12964, 4491, -5.22097,  15.2079,  103.09034, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12965, 4494, -5.42106,  15.65446,  103.13839, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12966, 4495, -1.12775,  16.11499,  109.75384, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12967, 4497, -6.01237,  15.95273,  108.37983, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12968, 4494, -5.42106,  15.65446,  103.13839, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12969, 4497, -6.01237,  15.95273,  108.37983, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12970, 4495, -1.12775,  16.11499,  109.75384, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12971, 4498, -1.19561,  15.6818,  109.89039, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12972, 4498, -1.19561,  15.6818,  109.89039, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12973, 4499, -5.87305,  15.5299,  108.5742, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12974, 4497, -6.01237,  15.95273,  108.37983, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12975, 4494, -5.42106,  15.65446,  103.13839, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12976, 4500, -9.39989,  14.49458,  102.14236, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12977, 4496, -9.04356,  14.09222,  102.13347, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12978, 4500, -9.39989,  14.49458,  102.14236, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12979, 4494, -5.42106,  15.65446,  103.13839, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12980, 4497, -6.01237,  15.95273,  108.37983, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12981, 4501, -11.8612,  11.80801,  101.5342, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12982, 4496, -9.04356,  14.09222,  102.13347, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12983, 4500, -9.39989,  14.49458,  102.14236, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12984, 4502, -9.78237,  14.92163,  107.43153, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12985, 4497, -6.01237,  15.95273,  108.37983, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12986, 4499, -5.87305,  15.5299,  108.5742, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12987, 4497, -6.01237,  15.95273,  108.37983, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12988, 4502, -9.78237,  14.92163,  107.43153, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12989, 4500, -9.39989,  14.49458,  102.14236, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12990, 4499, -5.87305,  15.5299,  108.5742, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12991, 4503, -9.48518,  14.54383,  107.66544, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12992, 4502, -9.78237,  14.92163,  107.43153, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12993, 4500, -9.39989,  14.49458,  102.14236, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12994, 4504, -12.33518,  12.11512,  101.51913, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12995, 4501, -11.8612,  11.80801,  101.5342, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12996, 4504, -12.33518,  12.11512,  101.51913, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12997, 4500, -9.39989,  14.49458,  102.14236, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12998, 4502, -9.78237,  14.92163,  107.43153, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
12999, 4505, -14.28799,  8.14812,  101.18208, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13000, 4501, -11.8612,  11.80801,  101.5342, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13001, 4504, -12.33518,  12.11512,  101.51913, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13002, 4504, -12.33518,  12.11512,  101.51913, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13003, 4506, -14.86588,  8.30116,  101.15324, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13004, 4505, -14.28799,  8.14812,  101.18208, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13005, 4507, -12.66519,  12.60827,  106.86179, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13006, 4502, -9.78237,  14.92163,  107.43153, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13007, 4503, -9.48518,  14.54383,  107.66544, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13008, 4502, -9.78237,  14.92163,  107.43153, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13009, 4507, -12.66519,  12.60827,  106.86179, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13010, 4504, -12.33518,  12.11512,  101.51913, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13011, 4506, -14.86588,  8.30116,  101.15324, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13012, 4504, -12.33518,  12.11512,  101.51913, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13013, 4507, -12.66519,  12.60827,  106.86179, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13014, 4503, -9.48518,  14.54383,  107.66544, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13015, 4508, -12.2491,  12.32696,  107.12009, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13016, 4507, -12.66519,  12.60827,  106.86179, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13017, 4507, -12.66519,  12.60827,  106.86179, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13018, 4509, -15.26833,  8.81954,  106.53631, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13019, 4506, -14.86588,  8.30116,  101.15324, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13020, 4509, -15.26833,  8.81954,  106.53631, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13021, 4507, -12.66519,  12.60827,  106.86179, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13022, 4508, -12.2491,  12.32696,  107.12009, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13023, 4508, -12.2491,  12.32696,  107.12009, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13024, 4510, -14.74766,  8.69349,  106.80861, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13025, 4509, -15.26833,  8.81954,  106.53631, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13026, 4511,  10.11403,  13.51354,  108.45529, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13027, 4512,  12.25239,  11.62932,  109.73734, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13028, 4513,  12.75956,  11.91403,  110.04033, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13029, 4513,  12.75956,  11.91403,  110.04033, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13030, 4514,  10.53559,  13.87755,  108.71241, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13031, 4511,  10.11403,  13.51354,  108.45529, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13032, 4514,  10.53559,  13.87755,  108.71241, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13033, 4513,  12.75956,  11.91403,  110.04033, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13034, 4515,  10.85302,  11.80573,  114.22276, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13035, 4516,  7.33705,  14.59235,  107.09238, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13036, 4511,  10.11403,  13.51354,  108.45529, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13037, 4514,  10.53559,  13.87755,  108.71241, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13038, 4515,  10.85302,  11.80573,  114.22276, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13039, 4517,  8.81519,  13.74019,  113.21815, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13040, 4514,  10.53559,  13.87755,  108.71241, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13041, 4517,  8.81519,  13.74019,  113.21815, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13042, 4515,  10.85302,  11.80573,  114.22276, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13043, 4518,  10.27518,  11.54361,  114.15641, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13044, 4518,  10.27518,  11.54361,  114.15641, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13045, 4519,  8.32438,  13.3982,  113.19923, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13046, 4517,  8.81519,  13.74019,  113.21815, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13047, 4514,  10.53559,  13.87755,  108.71241, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13048, 4520,  7.64652,  15.00357,  107.29986, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13049, 4516,  7.33705,  14.59235,  107.09238, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13050, 4520,  7.64652,  15.00357,  107.29986, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13051, 4514,  10.53559,  13.87755,  108.71241, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13052, 4517,  8.81519,  13.74019,  113.21815, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13053, 4521,  4.10304,  15.24438,  105.82778, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13054, 4516,  7.33705,  14.59235,  107.09238, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13055, 4520,  7.64652,  15.00357,  107.29986, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
13056, 4522,  6.14352,  14.92248,  112.12971, 6, 31, 4, 0,  0.40392,  0.32941,  0.26667,  0.00
