VTX, IDX, position.x, position.y, position.z, blendWeights.x, blendWeights.y, blendWeights.z, blendWeights.w, blendIndices.x, blendIndices.y, blendIndices.z, blendIndices.w, texcoord0.x, texcoord0.y
5833, 4769,  0.439,  22.01269,  0.07383,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.08057,  0.73938
5834, 4766,  0.71268,  22.08572, -0.47145,  0.73566,  0.26434,  0.00,  0.00, 0, 2, 2, 2,  0.09767,  0.73938
5835, 4769,  0.439,  22.01269,  0.07383,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.08057,  0.73938
5836, 4770,  0.60217,  21.80238,  0.04846,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.08057,  0.67048
5837, 4772,  0.41134,  21.53384,  0.31671,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06269,  0.67048
5838, 4772,  0.41134,  21.53384,  0.31671,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06269,  0.67048
5839, 4771,  0.23151,  21.78238,  0.32283,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06269,  0.73938
5840, 4769,  0.439,  22.01269,  0.07383,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.08057,  0.73938
5841, 4772,  0.41134,  21.53384,  0.31671,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06269,  0.67048
5842, 4777,  0.25097,  21.21019,  0.38281,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05086,  0.67048
5843, 4774,  0.04415,  21.29359,  0.46911,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05086,  0.73938
5844, 4774,  0.04415,  21.29359,  0.46911,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05086,  0.73938
5845, 4773,  0.10585,  21.56874,  0.46025,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0611,  0.73938
5846, 4772,  0.41134,  21.53384,  0.31671,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06269,  0.67048
5847, 4771,  0.23151,  21.78238,  0.32283,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06269,  0.73938
5848, 4772,  0.41134,  21.53384,  0.31671,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06269,  0.67048
5849, 4773,  0.10585,  21.56874,  0.46025,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0611,  0.73938
5850, 4774,  0.04415,  21.29359,  0.46911,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05086,  0.73938
5851, 4777,  0.25097,  21.21019,  0.38281,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05086,  0.67048
5852, 4776,  0.1694,  20.98113,  0.33973,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03667,  0.67048
5853, 4776,  0.1694,  20.98113,  0.33973,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03667,  0.67048
5854, 4775, -0.00084,  21.02706,  0.38854,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03667,  0.73938
5855, 4774,  0.04415,  21.29359,  0.46911,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05086,  0.73938
5856, 4775, -0.00084,  21.02706,  0.38854,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03667,  0.73938
5857, 4776,  0.1694,  20.98113,  0.33973,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03667,  0.67048
5858, 4779,  0.09582,  20.724,  0.26393,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0221,  0.67048
5859, 4779,  0.09582,  20.724,  0.26393,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0221,  0.67048
5860, 4778, -0.00903,  20.73248,  0.26193,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0221,  0.73938
5861, 4775, -0.00084,  21.02706,  0.38854,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03667,  0.73938
5862, 4779,  0.09582,  20.724,  0.26393,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0221,  0.67048
5863, 4781,  0.02296,  20.53818,  0.21047,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.01037,  0.67048
5864, 4780, -0.00129,  20.53709,  0.21938,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.01037,  0.73938
5865, 4780, -0.00129,  20.53709,  0.21938,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.01037,  0.73938
5866, 4778, -0.00903,  20.73248,  0.26193,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0221,  0.73938
5867, 4779,  0.09582,  20.724,  0.26393,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0221,  0.67048
5868, 4825, -0.24433,  20.94881,  0.13963,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02304,  0.82294
5869, 4828, -0.37799,  21.2337,  0.08731,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02614,  0.82294
5870, 4827, -0.30371,  21.28988,  0.12988,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02614,  0.74658
5871, 4827, -0.30371,  21.28988,  0.12988,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02614,  0.74658
5872, 4824, -0.17697,  20.99543,  0.17628,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02303,  0.74658
5873, 4825, -0.24433,  20.94881,  0.13963,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02304,  0.82294
5874, 4823, -0.05854,  20.70843,  0.16342,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.02011,  0.74658
5875, 4826, -0.09882,  20.66322,  0.16796,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.02022,  0.82294
5876, 4825, -0.24433,  20.94881,  0.13963,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02304,  0.82294
5877, 4825, -0.24433,  20.94881,  0.13963,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02304,  0.82294
5878, 4824, -0.17697,  20.99543,  0.17628,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02303,  0.74658
5879, 4823, -0.05854,  20.70843,  0.16342,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.02011,  0.74658
5880, 4828, -0.37799,  21.2337,  0.08731,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02614,  0.82294
5881, 4830, -0.49777,  21.52338, -0.05584,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02836,  0.82294
5882, 4829, -0.39212,  21.60793, -0.04159,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02836,  0.74658
5883, 4829, -0.39212,  21.60793, -0.04159,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02836,  0.74658
5884, 4827, -0.30371,  21.28988,  0.12988,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02614,  0.74658
5885, 4828, -0.37799,  21.2337,  0.08731,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02614,  0.82294
5886, 4830, -0.49777,  21.52338, -0.05584,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02836,  0.82294
5887, 4832, -0.54233,  21.66643, -0.23913,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.03089,  0.82294
5888, 4831, -0.44186,  21.80251, -0.28594,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.03089,  0.74658
5889, 4831, -0.44186,  21.80251, -0.28594,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.03089,  0.74658
5890, 4829, -0.39212,  21.60793, -0.04159,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02836,  0.74658
5891, 4830, -0.49777,  21.52338, -0.05584,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.02836,  0.82294
5892, 4832, -0.54233,  21.66643, -0.23913,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.03089,  0.82294
5893, 4834, -0.56905,  21.72806, -0.4568,  0.6853,  0.3147,  0.00,  0.00, 0, 2, 2, 2,  0.03289,  0.82294
5894, 4833, -0.47554,  21.86346, -0.51699,  0.63793,  0.33075,  0.03132,  0.00, 0, 2, 3, 3,  0.03289,  0.74658
5895, 4833, -0.47554,  21.86346, -0.51699,  0.63793,  0.33075,  0.03132,  0.00, 0, 2, 3, 3,  0.03289,  0.74658
5896, 4831, -0.44186,  21.80251, -0.28594,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.03089,  0.74658
5897, 4832, -0.54233,  21.66643, -0.23913,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.03089,  0.82294
5898, 4834, -0.56905,  21.72806, -0.4568,  0.6853,  0.3147,  0.00,  0.00, 0, 2, 2, 2,  0.03289,  0.82294
5899, 4836, -0.59627,  21.71225, -0.70263,  0.64059,  0.33075,  0.02866,  0.00, 0, 2, 3, 3,  0.03516,  0.82294
5900, 4835, -0.50022,  21.83729, -0.79491,  0.6408,  0.33075,  0.02845,  0.00, 0, 2, 3, 3,  0.03516,  0.74658
5901, 4835, -0.50022,  21.83729, -0.79491,  0.6408,  0.33075,  0.02845,  0.00, 0, 2, 3, 3,  0.03516,  0.74658
5902, 4833, -0.47554,  21.86346, -0.51699,  0.63793,  0.33075,  0.03132,  0.00, 0, 2, 3, 3,  0.03289,  0.74658
5903, 4834, -0.56905,  21.72806, -0.4568,  0.6853,  0.3147,  0.00,  0.00, 0, 2, 2, 2,  0.03289,  0.82294
5904, 4836, -0.59627,  21.71225, -0.70263,  0.64059,  0.33075,  0.02866,  0.00, 0, 2, 3, 3,  0.03516,  0.82294
5905, 4838, -0.59733,  21.63296, -0.89691,  0.5728,  0.40,  0.0272,  0.00, 0, 2, 3, 3,  0.03699,  0.82294
5906, 4837, -0.49741,  21.74702, -0.99869,  0.55931,  0.41263,  0.02805,  0.00, 0, 2, 3, 3,  0.03699,  0.74658
5907, 4837, -0.49741,  21.74702, -0.99869,  0.55931,  0.41263,  0.02805,  0.00, 0, 2, 3, 3,  0.03699,  0.74658
5908, 4835, -0.50022,  21.83729, -0.79491,  0.6408,  0.33075,  0.02845,  0.00, 0, 2, 3, 3,  0.03516,  0.74658
5909, 4836, -0.59627,  21.71225, -0.70263,  0.64059,  0.33075,  0.02866,  0.00, 0, 2, 3, 3,  0.03516,  0.82294
5910, 4838, -0.59733,  21.63296, -0.89691,  0.5728,  0.40,  0.0272,  0.00, 0, 2, 3, 3,  0.03699,  0.82294
5911, 4840, -0.57214,  21.45014, -1.1218,  0.46621,  0.50577,  0.02802,  0.00, 0, 2, 3, 3,  0.10551,  0.82294
5912, 4839, -0.47917,  21.53791, -1.23926,  0.45744,  0.51408,  0.02848,  0.00, 0, 2, 3, 3,  0.10551,  0.74658
5913, 4839, -0.47917,  21.53791, -1.23926,  0.45744,  0.51408,  0.02848,  0.00, 0, 2, 3, 3,  0.10551,  0.74658
5914, 4837, -0.49741,  21.74702, -0.99869,  0.55931,  0.41263,  0.02805,  0.00, 0, 2, 3, 3,  0.03699,  0.74658
5915, 4838, -0.59733,  21.63296, -0.89691,  0.5728,  0.40,  0.0272,  0.00, 0, 2, 3, 3,  0.03699,  0.82294
5916, 4840, -0.57214,  21.45014, -1.1218,  0.46621,  0.50577,  0.02802,  0.00, 0, 2, 3, 3,  0.10551,  0.82294
5917, 4842, -0.5168,  21.02015, -1.35691,  0.35487,  0.4382,  0.20693,  0.00, 0, 2, 3, 3,  0.12563,  0.82294
5918, 4841, -0.40584,  21.07272, -1.47526,  0.35877,  0.43104,  0.21019,  0.00, 0, 2, 3, 3,  0.12563,  0.74658
5919, 4841, -0.40584,  21.07272, -1.47526,  0.35877,  0.43104,  0.21019,  0.00, 0, 2, 3, 3,  0.12563,  0.74658
5920, 4839, -0.47917,  21.53791, -1.23926,  0.45744,  0.51408,  0.02848,  0.00, 0, 2, 3, 3,  0.10551,  0.74658
5921, 4840, -0.57214,  21.45014, -1.1218,  0.46621,  0.50577,  0.02802,  0.00, 0, 2, 3, 3,  0.10551,  0.82294
5922, 4842, -0.5168,  21.02015, -1.35691,  0.35487,  0.4382,  0.20693,  0.00, 0, 2, 3, 3,  0.12563,  0.82294
5923, 4844, -0.4387,  20.57632, -1.39909,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.17312,  0.82294
5924, 4843, -0.33115,  20.61893, -1.50489,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.17312,  0.74658
5925, 4843, -0.33115,  20.61893, -1.50489,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.17312,  0.74658
5926, 4841, -0.40584,  21.07272, -1.47526,  0.35877,  0.43104,  0.21019,  0.00, 0, 2, 3, 3,  0.12563,  0.74658
5927, 4842, -0.5168,  21.02015, -1.35691,  0.35487,  0.4382,  0.20693,  0.00, 0, 2, 3, 3,  0.12563,  0.82294
5928, 9033, -0.4387,  20.57632, -1.39909,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.17312,  0.82294
5929, 4846, -0.3546,  20.15264, -1.44169,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.1692,  0.82294
5930, 4845, -0.25713,  20.17114, -1.55551,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.1692,  0.74658
5931, 4845, -0.25713,  20.17114, -1.55551,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.1692,  0.74658
5932, 9034, -0.33115,  20.61893, -1.50489,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.17312,  0.74658
5933, 9033, -0.4387,  20.57632, -1.39909,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.17312,  0.82294
5934, 9035, -0.3546,  20.15264, -1.44169,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.1692,  0.82294
5935, 4848, -0.27981,  19.68494, -1.40399,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.82294
5936, 4847, -0.20313,  19.71144, -1.53212,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.74658
5937, 4847, -0.20313,  19.71144, -1.53212,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.74658
5938, 9036, -0.25713,  20.17114, -1.55551,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.1692,  0.74658
5939, 9035, -0.3546,  20.15264, -1.44169,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.1692,  0.82294
5940, 4848, -0.27981,  19.68494, -1.40399,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.82294
5941, 4850, -0.22407,  19.20626, -1.40921,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.82294
5942, 4849, -0.16516,  19.2329, -1.49131,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.74658
5943, 4849, -0.16516,  19.2329, -1.49131,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.74658
5944, 4847, -0.20313,  19.71144, -1.53212,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.74658
5945, 4848, -0.27981,  19.68494, -1.40399,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.82294
5946, 4850, -0.22407,  19.20626, -1.40921,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.82294
5947, 4852, -0.21501,  18.74376, -1.50058,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.82294
5948, 4851, -0.15988,  18.77132, -1.55017,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.74632
5949, 4851, -0.15988,  18.77132, -1.55017,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.74632
5950, 4849, -0.16516,  19.2329, -1.49131,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.74658
5951, 4850, -0.22407,  19.20626, -1.40921,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.82294
5952, 4852, -0.21501,  18.74376, -1.50058,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.82294
5953, 4854, -0.23986,  18.46543, -1.61497,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.37669,  0.82294
5954, 4853, -0.19891,  18.48511, -1.64428,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.37669,  0.74658
5955, 4853, -0.19891,  18.48511, -1.64428,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.37669,  0.74658
5956, 4851, -0.15988,  18.77132, -1.55017,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.74632
5957, 4852, -0.21501,  18.74376, -1.50058,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.82294
5958, 4854, -0.23986,  18.46543, -1.61497,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.37669,  0.82294
5959, 4856, -0.30069,  18.31766, -1.69176,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41395,  0.82092
5960, 4855, -0.27284,  18.32705, -1.72016,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41395,  0.74455
5961, 4855, -0.27284,  18.32705, -1.72016,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41395,  0.74455
5962, 4853, -0.19891,  18.48511, -1.64428,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.37669,  0.74658
5963, 4854, -0.23986,  18.46543, -1.61497,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.37669,  0.82294
5964, 4855, -0.27284,  18.32705, -1.72016,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41395,  0.74455
5965, 4856, -0.30069,  18.31766, -1.69176,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41395,  0.82092
5966, 4858, -0.38204,  18.20539, -1.75753,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.4345,  0.80798
5967, 4858, -0.38204,  18.20539, -1.75753,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.4345,  0.80798
5968, 4857, -0.36566,  18.21375, -1.77596,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.43153,  0.75714
5969, 4855, -0.27284,  18.32705, -1.72016,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41395,  0.74455
5970, 4857, -0.36566,  18.21375, -1.77596,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.43153,  0.75714
5971, 4858, -0.38204,  18.20539, -1.75753,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.4345,  0.80798
5972, 4902, -0.51733,  18.1149, -1.8414,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.44035,  0.79565
5973, 6510, -0.53853,  21.50686,  0.23487,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.04206,  0.98599
5974, 6512, -0.5453,  21.71027,  0.13721,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0866,  0.98599
5975, 6509, -0.33936,  21.4882,  0.38699,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.04206,  0.85385
5976, 6512, -0.5453,  21.71027,  0.13721,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0866,  0.98599
5977, 6511, -0.39598,  21.82325,  0.25227,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0866,  0.85385
5978, 6509, -0.33936,  21.4882,  0.38699,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.04206,  0.85385
5979, 6507, -0.32183,  21.04871,  0.25301,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02648,  0.98599
5980, 6510, -0.53853,  21.50686,  0.23487,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.04206,  0.98599
5981, 6509, -0.33936,  21.4882,  0.38699,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.04206,  0.85385
5982, 6509, -0.33936,  21.4882,  0.38699,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.04206,  0.85385
5983, 6508, -0.19679,  21.02946,  0.36209,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02648,  0.85385
5984, 6507, -0.32183,  21.04871,  0.25301,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02648,  0.98599
5985, 8982, -0.10514,  20.61859,  0.20545,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0109,  0.98599
5986, 6507, -0.32183,  21.04871,  0.25301,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02648,  0.98599
5987, 6508, -0.19679,  21.02946,  0.36209,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02648,  0.85385
5988, 6508, -0.19679,  21.02946,  0.36209,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.02648,  0.85385
5989, 8983, -0.05422,  20.59873,  0.2715,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0109,  0.85385
5990, 8982, -0.10514,  20.61859,  0.20545,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0109,  0.98599
5991, 6511, -0.39598,  21.82325,  0.25227,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0866,  0.85385
5992, 6512, -0.5453,  21.71027,  0.13721,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0866,  0.98599
5993, 6514, -0.52252,  21.95075, -0.07091,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10748,  0.98599
5994, 6514, -0.52252,  21.95075, -0.07091,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10748,  0.98599
5995, 6513, -0.3729,  22.09317,  0.04635,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10748,  0.85385
5996, 6511, -0.39598,  21.82325,  0.25227,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.0866,  0.85385
5997, 6513, -0.3729,  22.09317,  0.04635,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10748,  0.85385
5998, 6514, -0.52252,  21.95075, -0.07091,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10748,  0.98599
5999, 6516, -0.4463,  22.09498, -0.45138,  0.7162,  0.2838,  0.00,  0.00, 0, 2, 2, 2,  0.12836,  0.98599
6000, 6516, -0.4463,  22.09498, -0.45138,  0.7162,  0.2838,  0.00,  0.00, 0, 2, 2, 2,  0.12836,  0.98599
6001, 6517, -0.28796,  22.30119, -0.31421,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.12836,  0.85385
6002, 6513, -0.3729,  22.09317,  0.04635,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10748,  0.85385
6003, 6517, -0.28796,  22.30119, -0.31421,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.12836,  0.85385
6004, 6516, -0.4463,  22.09498, -0.45138,  0.7162,  0.2838,  0.00,  0.00, 0, 2, 2, 2,  0.12836,  0.98599
6005, 6515, -0.37742,  22.16826, -0.81245,  0.64168,  0.33075,  0.02757,  0.00, 0, 2, 3, 3,  0.17339,  0.98599
6006, 6515, -0.37742,  22.16826, -0.81245,  0.64168,  0.33075,  0.02757,  0.00, 0, 2, 3, 3,  0.17339,  0.98599
6007, 6518, -0.1722,  22.36003, -0.75776,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.17339,  0.85385
6008, 6517, -0.28796,  22.30119, -0.31421,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.12836,  0.85385
6009, 6515, -0.37742,  22.16826, -0.81245,  0.64168,  0.33075,  0.02757,  0.00, 0, 2, 3, 3,  0.17339,  0.98599
6010, 6520, -0.2507,  22.12239, -1.21154,  0.5439,  0.42706,  0.02904,  0.00, 0, 2, 3, 3,  0.19464,  0.98599
6011, 6519, -0.0605,  22.2831, -1.1955,  0.5498,  0.42154,  0.02866,  0.00, 0, 2, 3, 3,  0.19484,  0.85385
6012, 6519, -0.0605,  22.2831, -1.1955,  0.5498,  0.42154,  0.02866,  0.00, 0, 2, 3, 3,  0.19484,  0.85385
6013, 6518, -0.1722,  22.36003, -0.75776,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.17339,  0.85385
6014, 6515, -0.37742,  22.16826, -0.81245,  0.64168,  0.33075,  0.02757,  0.00, 0, 2, 3, 3,  0.17339,  0.98599
6015, 6520, -0.2507,  22.12239, -1.21154,  0.5439,  0.42706,  0.02904,  0.00, 0, 2, 3, 3,  0.19464,  0.98599
6016, 6542, -0.18288,  21.97028, -1.53447,  0.44441,  0.39218,  0.16341,  0.00, 0, 2, 3, 3,  0.20165,  0.98599
6017, 6543,  0.01271,  22.15217, -1.58483,  0.44948,  0.38861,  0.16192,  0.00, 0, 2, 3, 3,  0.20105,  0.85385
6018, 6543,  0.01271,  22.15217, -1.58483,  0.44948,  0.38861,  0.16192,  0.00, 0, 2, 3, 3,  0.20105,  0.85385
6019, 6519, -0.0605,  22.2831, -1.1955,  0.5498,  0.42154,  0.02866,  0.00, 0, 2, 3, 3,  0.19484,  0.85385
6020, 6520, -0.2507,  22.12239, -1.21154,  0.5439,  0.42706,  0.02904,  0.00, 0, 2, 3, 3,  0.19464,  0.98599
6021, 6543,  0.01271,  22.15217, -1.58483,  0.44948,  0.38861,  0.16192,  0.00, 0, 2, 3, 3,  0.20105,  0.85385
6022, 6542, -0.18288,  21.97028, -1.53447,  0.44441,  0.39218,  0.16341,  0.00, 0, 2, 3, 3,  0.20165,  0.98599
6023, 6538, -0.14069,  21.81054, -1.7779,  0.36534,  0.44368,  0.19098,  0.00, 0, 2, 3, 3,  0.22331,  0.98599
6024, 6538, -0.14069,  21.81054, -1.7779,  0.36534,  0.44368,  0.19098,  0.00, 0, 2, 3, 3,  0.22331,  0.98599
6025, 6537,  0.0917,  21.91505, -1.88935,  0.36191,  0.44607,  0.19201,  0.00, 0, 2, 3, 3,  0.22331,  0.85385
6026, 6543,  0.01271,  22.15217, -1.58483,  0.44948,  0.38861,  0.16192,  0.00, 0, 2, 3, 3,  0.20105,  0.85385
6027, 6537,  0.0917,  21.91505, -1.88935,  0.36191,  0.44607,  0.19201,  0.00, 0, 2, 3, 3,  0.22331,  0.85385
6028, 6538, -0.14069,  21.81054, -1.7779,  0.36534,  0.44368,  0.19098,  0.00, 0, 2, 3, 3,  0.22331,  0.98599
6029, 6529, -0.04586,  21.43296, -2.04999,  0.29846,  0.42652,  0.27502,  0.00, 0, 2, 3, 3,  0.27078,  0.98599
6030, 6529, -0.04586,  21.43296, -2.04999,  0.29846,  0.42652,  0.27502,  0.00, 0, 2, 3, 3,  0.27078,  0.98599
